sample_id,year,sequence,collection_type,treatment_status,boat_hatchery,port_landed,collection_lat,collection_long,agency_id,collection_date,species,run,stock,sent_on,sent_to,adipose_fin,fl_mm,weight_kg,egg_status,avg_egg_diam_mm,stdev_egg_diam_mm,avg_num_eggs,avg_sample_mass_g,avg_egg_TPP,pct_TPP,avg_egg_TMP,pct_TMP,avg_egg_TH,pct_TH,avg_total_egg_thi_nmol_g,avg_total_thi_per_egg_nmol,egg_thi_status,new_status,avg_liver_thi,avg_muscle_thi,avg_blood_thi,lipid_id,lipid_percent,fatmeter_1,fatmeter_2,fatmeter_3,fatmeter_4,fatmeter_avg,cwt,brood_year,stock_id,release_site,release_date,origin,notes,"QC by","Date of QC"
THICNFH19-LF-19-1,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.78,0.71,22.71,0.54,17.25,1.87,60.03,3.10,NA,low,impacted,NA,NA,NA,23682,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No data for these fish except thiamine levels",ME,01/04/2023
THICNFH19-LF-19-2,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.09,1.25,57.52,0.50,22.73,0.43,19.75,2.20,NA,"critically low","severely impacted",NA,NA,NA,23683,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-3,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.04,1.24,12.93,0.68,7.02,7.70,80.05,9.60,NA,high,"unlikely impacted",NA,NA,NA,23684,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-4,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.27,1.22,11.33,0.58,5.41,9.00,83.26,10.80,NA,high,"unlikely impacted",NA,NA,NA,23685,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-5,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.47,1.41,29.84,0.70,14.80,2.61,55.36,4.70,NA,low,impacted,NA,NA,NA,23686,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-6,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.66,1.17,22.90,0.56,10.88,3.39,66.22,5.10,NA,low,impacted,NA,NA,NA,23687,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-7,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.02,1.71,31.44,1.09,20.08,2.64,48.48,5.40,NA,low,impacted,NA,NA,NA,23688,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-8,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.5,1.51,54.61,0.58,21.00,0.68,24.39,2.80,NA,low,impacted,NA,NA,NA,23689,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-9,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.21,1.44,27.02,0.72,13.56,3.17,59.41,5.30,NA,low,impacted,NA,NA,NA,23690,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-10,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.27,1.24,24.12,0.55,10.69,3.36,65.20,5.20,NA,low,impacted,NA,NA,NA,23691,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-11,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.33,1.29,30.81,0.62,14.91,2.27,54.28,4.20,NA,low,impacted,NA,NA,NA,23692,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-12,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.45,1.25,46.07,0.52,19.31,0.94,34.62,2.70,NA,low,impacted,NA,NA,NA,23693,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-13,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.19,1.61,29.67,0.62,11.50,3.19,58.83,5.40,NA,low,impacted,NA,NA,NA,23694,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-14,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.36,2.01,27.54,0.49,6.78,4.79,65.68,7.30,NA,intermediate,"likely impacted",NA,NA,NA,23695,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-15,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.17,1.83,52.93,0.91,26.17,0.72,20.90,3.50,NA,low,impacted,NA,NA,NA,23696,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-16,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.53,1.32,26.79,0.41,8.20,3.21,65.01,4.90,NA,low,impacted,NA,NA,NA,23697,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-17,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.4,1.21,25.98,0.49,10.44,2.96,63.57,4.70,NA,low,impacted,NA,NA,NA,23698,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-18,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.42,1.57,42.81,0.66,17.91,1.44,39.28,3.70,NA,low,impacted,NA,NA,NA,23699,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-19,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.78,1.97,32.44,0.45,7.45,3.65,60.11,6.10,NA,intermediate,"likely impacted",NA,NA,NA,23700,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-20,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.53,1.41,35.81,0.74,18.73,1.79,45.46,3.90,NA,low,impacted,NA,NA,NA,23701,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-21,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.93,1.28,30.70,0.58,13.93,2.31,55.37,4.20,NA,low,impacted,NA,NA,NA,23702,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-22,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.45,1.28,34.85,0.53,14.31,1.87,50.85,3.70,NA,low,impacted,NA,NA,NA,23703,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-23,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.73,1.14,11.20,0.41,4.05,8.66,84.75,10.20,NA,high,"unlikely impacted",NA,NA,NA,23704,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-24,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.45,1.19,42.41,0.56,20.09,1.05,37.50,2.80,NA,low,impacted,NA,NA,NA,23705,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-25,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.64,1.30,26.53,0.61,12.53,2.98,60.95,4.90,NA,low,impacted,NA,NA,NA,23706,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-26,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.56,1.23,22.70,0.51,9.39,3.67,67.92,5.40,NA,low,impacted,NA,NA,NA,23707,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-27,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.61,0.96,35.98,0.40,15.06,1.30,48.97,2.70,NA,low,impacted,NA,NA,NA,23708,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-28,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.31,1.34,35.13,0.51,13.44,1.97,51.44,3.80,NA,low,impacted,NA,NA,NA,23709,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-29,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.38,1.42,35.25,0.66,16.47,1.95,48.29,4.00,NA,low,impacted,NA,NA,NA,23710,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-30,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.64,1.58,37.89,0.58,13.80,2.02,48.32,4.20,NA,low,impacted,NA,NA,NA,23711,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-31,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.62,1.57,32.48,0.64,13.16,2.63,54.36,4.80,NA,low,impacted,NA,NA,NA,23712,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-32,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.51,1.14,15.95,0.46,6.39,5.53,77.65,7.10,NA,intermediate,"likely impacted",NA,NA,NA,23713,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH19-LF-19-33,2020,1,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,"late fall",ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.36,1.26,35.98,0.54,15.41,1.70,48.61,3.50,NA,low,impacted,NA,NA,NA,23714,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-1,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.29,1.96,47.12,0.85,20.43,1.35,32.46,4.20,NA,low,impacted,NA,NA,NA,25730,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-2,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.14,2.40,15.99,1.13,7.55,11.47,76.46,15.00,NA,high,"unlikely impacted",NA,NA,NA,25731,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-3,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.07,2.07,12.52,0.87,5.26,13.61,82.22,16.50,NA,high,"unlikely impacted",NA,NA,NA,25733,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-4,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.16,1.91,16.35,0.80,6.84,8.98,76.81,11.70,NA,high,"unlikely impacted",NA,NA,NA,25732,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-5,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.07,2.11,15.84,0.73,5.46,10.46,78.70,13.30,NA,high,"unlikely impacted",NA,NA,NA,25734,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-6,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.03,2.18,11.52,0.98,5.16,15.75,83.32,18.90,NA,high,"unlikely impacted",NA,NA,NA,25735,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-7,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.03,2.25,16.03,1.20,8.58,10.58,75.39,14.00,NA,high,"unlikely impacted",NA,NA,NA,25736,11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-8,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.1,2.18,12.16,0.81,4.51,14.96,83.33,17.90,NA,high,"unlikely impacted",NA,NA,NA,25737,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-9,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.32,1.94,11.91,1.00,6.15,13.34,81.94,16.30,NA,high,"unlikely impacted",NA,NA,NA,25738,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-10,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.47,1.87,25.44,0.80,10.90,4.68,63.65,7.40,NA,intermediate,"likely impacted",NA,NA,NA,25739,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-11,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.34,2.15,14.21,1.04,6.92,11.91,78.87,15.10,NA,high,"unlikely impacted",NA,NA,NA,25740,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-12,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.07,2.02,17.88,0.89,7.87,8.38,74.25,11.30,NA,high,"unlikely impacted",NA,NA,NA,25741,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-13,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.11,2.02,17.64,0.85,7.41,8.59,74.95,11.50,NA,high,"unlikely impacted",NA,NA,NA,25742,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-14,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.36,2.06,12.00,1.12,6.53,13.98,81.47,17.20,NA,high,"unlikely impacted",NA,NA,NA,25743,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-15,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.11,2.13,18.05,0.80,6.83,8.84,75.11,11.80,NA,high,"unlikely impacted",NA,NA,NA,25744,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-16,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.22,2.03,25.47,0.84,10.55,5.09,63.99,8.00,NA,high,"unlikely impacted",NA,NA,NA,25745,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-17,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.37,2.00,17.12,0.85,7.27,8.82,75.61,11.70,NA,high,"unlikely impacted",NA,NA,NA,25746,11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-18,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.27,2.04,47.74,0.63,14.82,1.60,37.45,4.30,NA,low,impacted,NA,NA,NA,25747,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-19,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.23,2.28,19.94,0.93,8.14,8.24,71.92,11.50,NA,high,"unlikely impacted",NA,NA,NA,25748,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-20,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.1,2.22,26.42,0.77,9.19,5.42,64.39,8.40,NA,high,"unlikely impacted",NA,NA,NA,25749,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-21,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.32,1.90,13.53,0.94,6.69,11.23,79.78,14.10,NA,high,"unlikely impacted",NA,NA,NA,25750,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-22,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.19,2.08,32.59,0.69,10.76,3.62,56.65,6.40,NA,intermediate,"likely impacted",NA,NA,NA,25751,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-23,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.1,2.05,17.04,0.78,6.51,9.19,76.45,12.00,NA,high,"unlikely impacted",NA,NA,NA,25752,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-24,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.35,1.93,12.17,0.84,5.29,13.09,82.54,15.90,NA,high,"unlikely impacted",NA,NA,NA,25753,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-25,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.26,1.98,30.38,0.79,12.08,3.74,57.54,6.50,NA,intermediate,"likely impacted",NA,NA,NA,25754,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-26,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.27,2.07,48.32,0.66,15.30,1.56,36.39,4.30,NA,low,impacted,NA,NA,NA,25755,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-27,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.28,2.01,13.16,0.69,4.51,12.60,82.33,15.30,NA,high,"unlikely impacted",NA,NA,NA,25756,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-28,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.16,2.27,25.91,0.80,9.11,5.69,64.98,8.80,NA,high,"unlikely impacted",NA,NA,NA,25757,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-29,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.29,1.89,11.81,0.74,4.62,13.36,83.57,16.00,NA,high,"unlikely impacted",NA,NA,NA,25758,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THICNFH20-FR-20-30,2020,6,hatchery,NA,coleman,anderson,40.398815,-122.14456,NA,NA,chinook,fall,ccv,NA,SUNY,NA,NA,NA,NA,NA,NA,NA,1.2,2.11,33.90,0.70,11.26,3.41,54.84,6.20,NA,intermediate,"likely impacted",NA,NA,NA,25759,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,01/04/2023
THILSH20-WR-80162,2020,2,hatchery,saline,"livingston stone","sacramento river",40.714094,-122.423017,80162,NA,chinook,winter,ccv,NA,SUNY,present,740,NA,NA,6.75,0.2,NA,1.03,2.95,27.80,1.02,9.58,6.65,62.62,10.60,NA,high,"unlikely impacted",NA,NA,NA,25630,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,11/21/2022
THILSH20-WR-80329,2020,2,hatchery,saline,"livingston stone","sacramento river",40.714094,-122.423017,80329,NA,chinook,winter,ccv,NA,SUNY,present,750,NA,NA,6.9,0.17,NA,1.49,2.19,39.22,0.63,11.36,2.76,49.42,5.60,NA,low,impacted,NA,NA,NA,25612,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,11/21/2022
THILSH20-WR-80272,2020,2,hatchery,saline,"livingston stone","sacramento river",40.714094,-122.423017,80272,NA,chinook,winter,ccv,NA,SUNY,absent,720,NA,NA,6.75,0.24,NA,1.57,1.64,48.20,0.64,18.82,1.12,32.98,3.40,NA,low,impacted,NA,NA,NA,25606,12.2,NA,NA,NA,NA,NA,55912,NA,NA,NA,NA,NA,,ME,11/21/2022
THILSH20-WR-80305,2020,2,hatchery,saline,"livingston stone","sacramento river",40.714094,-122.423017,80305,NA,chinook,winter,ccv,NA,SUNY,absent,830,NA,NA,7.02,0.19,NA,1.66,1.41,46.98,0.54,17.85,1.06,35.17,3.00,NA,low,impacted,NA,NA,NA,25610,12.4,NA,NA,NA,NA,NA,55909,NA,NA,NA,NA,NA,,ME,11/21/2022
THILSH20-WR-80212,2020,2,hatchery,saline,"livingston stone","sacramento river",40.714094,-122.423017,80212,NA,chinook,winter,ccv,NA,SUNY,present,750,NA,NA,6.74,0.33,NA,1.28,2.10,61.82,0.51,14.92,0.79,23.26,3.40,NA,low,impacted,NA,NA,NA,25619,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ME,11/21/2022
THILSH20-WR-80366,2020,2,hatchery,saline,"livingston stone","sacramento river",40.714094,-122.423017,80366,NA,chinook,winter,ccv,NA,SUNY,NA,NA,NA,NA,6.98,0.23,NA,1.56,1.84,40.54,0.51,11.30,2.18,48.17,4.50,NA,low,impacted,NA,NA,NA,25625,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No data from LSNFH for this fish",ME,11/21/2022
