sample_id,year,sequence,collection_type,treatment_status,boat_hatchery,port_landed,collection_lat,collection_long,agency_id,collection_date,species,run,stock,sent_on,sent_to,adipose_fin,fl_mm,weight_kg,egg_status,avg_egg_diam_mm,stdev_egg_diam_mm,avg_num_eggs,avg_sample_mass_g,avg_egg_TPP,pct_TPP,avg_egg_TMP,pct_TMP,avg_egg_TH,pct_TH,avg_total_egg_thi_nmol_g,avg_total_thi_per_egg_nmol,egg_thi_status,new_status,avg_liver_thi,avg_muscle_thi,avg_blood_thi,lipid_id,lipid_percent,fatmeter_1,fatmeter_2,fatmeter_3,fatmeter_4,fatmeter_avg,cwt,brood_year,stock_id,release_site,release_date,origin,notes,"QC by","Date of QC"
THIFEH22-FR-15-OF,2022,NA,hatchery,"ovarian fluid","feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,810,4,M,,,NA,1.58,1.11,12.89,0.46,5.34,7.04,81.77,8.61,NA,high,"unlikely impacted",NA,NA,NA,,NA,1,0.9,1,1.1,0.9,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-15-OFT,2022,NA,hatchery,"ovarian fluid thiamine","feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,810,4,M,,,NA,1.32,1.47,7.51,0.56,2.86,17.53,89.59,19.57,NA,high,"unlikely impacted",NA,NA,NA,,NA,1,0.9,1,1.1,0.9,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-15-W,2022,NA,hatchery,water,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,810,4,M,,,NA,1.49,1.16,12.72,0.50,5.48,7.45,81.72,9.12,NA,high,"unlikely impacted",NA,NA,NA,,NA,1,0.9,1,1.1,0.9,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-15-WT,2022,NA,hatchery,"water thiamine","feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,810,4,M,,,NA,1.36,1.05,4.78,0.57,2.59,20.36,92.63,21.98,NA,high,"unlikely impacted",NA,NA,NA,,NA,1,0.9,1,1.1,0.9,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-16,2022,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,875,5,M,7.92,0.23,NA,1.28,1.04,16.06,0.46,7.13,4.95,76.81,6.40,NA,intermediate,"likely impacted",NA,NA,NA,28025,12.0,1,0.9,1,1.4,1,NA,NA,NA,NA,NA,NA,,ME,01/06/2023
THIFEH22-FR-16-OF,2022,NA,hatchery,"ovarian fluid","feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,875,5,M,,,NA,1.56,1.05,12.59,0.46,5.52,6.83,81.91,8.34,NA,high,"unlikely impacted",NA,NA,NA,,NA,1,0.9,1,1.4,1,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-16-OFT,2022,NA,hatchery,"ovarian fluid thiamine","feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,875,5,M,,,NA,1.41,1.26,5.15,0.52,2.12,22.71,92.76,24.48,NA,high,"unlikely impacted",NA,NA,NA,,NA,1,0.9,1,1.4,1,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-16-W,2022,NA,hatchery,water,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,875,5,M,,,NA,1.31,1.46,12.72,0.58,5.05,9.44,82.24,11.48,NA,high,"unlikely impacted",NA,NA,NA,,NA,1,0.9,1,1.4,1,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-16-WT,2022,NA,hatchery,"water thiamine","feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,875,5,M,,,NA,1.36,0.93,2.08,0.51,1.14,43.30,96.78,44.74,NA,high,"unlikely impacted",NA,NA,NA,,NA,1,0.9,1,1.4,1,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-17,2022,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,785,4,M,7.26,0.24,NA,1.3,1.62,23.80,0.71,10.44,4.48,65.76,6.80,NA,intermediate,"likely impacted",NA,NA,NA,28026,14.1,0.9,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,NA,,ME,01/06/2023
THIFEH22-FR-17-OF,2022,NA,hatchery,"ovarian fluid","feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,785,4,M,,,NA,1.13,1.44,18.73,0.68,8.84,5.58,72.57,7.69,NA,intermediate,"likely impacted",NA,NA,NA,,NA,0.9,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-17-OFT,2022,NA,hatchery,"ovarian fluid thiamine","feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,785,4,M,,,NA,1.2,1.34,12.45,0.60,5.58,8.82,81.96,10.76,NA,high,"unlikely impacted",NA,NA,NA,,NA,0.9,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-17-W,2022,NA,hatchery,water,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,785,4,M,,,NA,1.33,1.44,19.01,0.76,10.03,5.38,71.03,7.57,NA,intermediate,"likely impacted",NA,NA,NA,,NA,0.9,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-17-WT,2022,NA,hatchery,"water thiamine","feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,785,4,M,,,NA,1,0.96,8.03,0.83,6.94,10.16,84.98,11.96,NA,high,"unlikely impacted",NA,NA,NA,,NA,0.9,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-18,2022,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,845,5,M,7.77,0.22,NA,1.31,1.36,10.37,0.49,3.77,11.25,85.85,13.10,NA,high,"unlikely impacted",NA,NA,NA,28027,11.6,0.9,1.1,1,0.9,0.9,NA,NA,NA,NA,NA,NA,,ME,01/06/2023
THIFEH22-FR-18-OF,2022,NA,hatchery,"ovarian fluid","feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,845,5,M,,,NA,1.51,1.44,9.92,0.67,4.62,12.40,85.46,14.51,NA,high,"unlikely impacted",NA,NA,NA,,NA,0.9,1.1,1,0.9,0.9,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-18-OFT,2022,NA,hatchery,"ovarian fluid thiamine","feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,845,5,M,,,NA,1.37,1.17,4.63,0.47,1.86,23.62,93.51,25.26,NA,high,"unlikely impacted",NA,NA,NA,,NA,0.9,1.1,1,0.9,0.9,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-18-W,2022,NA,hatchery,water,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,845,5,M,,,NA,1.47,0.57,3.99,0.65,4.55,13.07,91.45,14.29,NA,high,"unlikely impacted",NA,NA,NA,,NA,0.9,1.1,1,0.9,0.9,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-18-WT,2022,NA,hatchery,"water thiamine","feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,845,5,M,,,NA,1.36,0.56,2.28,0.57,2.32,23.45,95.45,24.57,NA,high,"unlikely impacted",NA,NA,NA,,NA,0.9,1.1,1,0.9,0.9,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THITRH22-SR-01,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.41,0.18,NA,1.13,0.81,5.71,0.55,3.88,12.83,90.48,14.18,NA,high,"unlikely impacted",NA,NA,NA,28140,13.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-02,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.39,0.25,NA,1.11,0.66,4.26,0.52,3.35,14.31,92.32,15.50,NA,high,"unlikely impacted",NA,NA,NA,28141,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-03,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,6.86,0.2,NA,1.21,0.63,4.90,0.53,4.12,11.70,90.98,12.86,NA,high,"unlikely impacted",NA,NA,NA,28142,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-04,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.91,0.13,NA,1.47,0.83,7.20,0.66,5.72,10.04,87.08,11.53,NA,high,"unlikely impacted",NA,NA,NA,28143,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-05,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.58,0.14,NA,1.33,0.64,4.56,0.56,3.99,12.84,91.45,14.04,NA,high,"unlikely impacted",NA,NA,NA,28144,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-06,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.38,0.22,NA,1.35,0.55,3.90,0.76,5.39,12.78,90.70,14.09,NA,high,"unlikely impacted",NA,NA,NA,28145,14.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-07,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.73,0.19,NA,1.31,0.64,4.48,0.72,5.05,12.91,90.47,14.27,NA,high,"unlikely impacted",NA,NA,NA,28146,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-08,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.44,0.19,NA,1.26,0.53,3.44,0.72,4.68,14.14,91.88,15.39,NA,high,"unlikely impacted",NA,NA,NA,28147,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-09,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.87,0.14,NA,1.28,0.59,3.57,0.66,3.99,15.29,92.44,16.54,NA,high,"unlikely impacted",NA,NA,NA,28148,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-10,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.38,0.2,NA,1.15,0.85,5.64,1.04,6.91,13.17,87.45,15.06,NA,high,"unlikely impacted",NA,NA,NA,28149,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-11,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.38,0.22,NA,1.29,0.52,4.25,0.74,6.05,10.97,89.70,12.23,NA,high,"unlikely impacted",NA,NA,NA,28150,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-12,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.73,0.19,NA,1.54,0.43,3.21,0.97,7.23,12.00,89.49,13.41,NA,high,"unlikely impacted",NA,NA,NA,28151,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-13,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,8.29,0.23,NA,1.6,0.40,3.17,0.64,5.08,11.57,91.83,12.60,NA,high,"unlikely impacted",NA,NA,NA,28152,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-14,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,8.19,0.14,NA,1.43,0.51,4.76,0.56,5.23,9.64,90.01,10.71,NA,high,"unlikely impacted",NA,NA,NA,28153,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-15,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.31,0.17,NA,1.17,0.80,5.39,1.10,7.41,12.94,87.20,14.84,NA,high,"unlikely impacted",NA,NA,NA,28154,11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-16,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,6.69,0.2,NA,1.05,1.11,5.13,1.33,6.14,19.21,88.73,21.65,NA,high,"unlikely impacted",NA,NA,NA,28155,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-17,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.33,0.16,NA,1.15,0.59,7.59,0.59,7.59,6.59,84.81,7.77,NA,high,"unlikely impacted",NA,NA,NA,28156,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-18,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,6.95,0.22,NA,1.23,0.80,5.28,1.13,7.46,13.21,87.25,15.14,NA,high,"unlikely impacted",NA,NA,NA,28157,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-19,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,6.63,0.22,NA,1.37,0.59,3.58,1.15,6.97,14.75,89.45,16.49,NA,high,"unlikely impacted",NA,NA,NA,28158,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-20,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,NA,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.2,0.16,NA,1.13,0.93,10.33,0.71,7.89,7.36,81.78,9.00,NA,high,"unlikely impacted",NA,NA,NA,28159,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-21,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,9/26/2023,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.64,0.15,NA,1.11,0.67,5.46,0.46,3.75,11.16,90.88,12.28,NA,high,"unlikely impacted",NA,NA,NA,28160,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-22,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,9/26/2023,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.46,0.21,NA,1.44,0.73,4.13,0.58,3.28,16.36,92.64,17.66,NA,high,"unlikely impacted",NA,NA,NA,28161,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-23,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,9/26/2023,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.78,0.13,NA,1.65,1.16,5.47,1.27,5.99,18.77,88.54,21.20,NA,high,"unlikely impacted",NA,NA,NA,28162,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-24,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,9/26/2023,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,8.16,0.24,NA,1.46,0.85,7.91,0.61,5.68,9.27,86.31,10.74,NA,high,"unlikely impacted",NA,NA,NA,28163,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-25,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,9/26/2023,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,6.69,0.19,NA,1.23,1.06,11.87,0.73,8.17,7.14,79.96,8.93,NA,high,"unlikely impacted",NA,NA,NA,28164,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-26,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,9/26/2023,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,6.79,0.1,NA,1.11,1.05,6.86,0.73,4.77,13.53,88.37,15.31,NA,high,"unlikely impacted",NA,NA,NA,28167,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-27,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,9/26/2023,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.3,0.18,NA,1.17,1.06,6.87,0.83,5.38,13.54,87.75,15.43,NA,high,"unlikely impacted",NA,NA,NA,28166,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-28,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,9/26/2023,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.73,0.23,NA,1.4,0.91,10.25,0.57,6.42,7.40,83.33,8.88,NA,high,"unlikely impacted",NA,NA,NA,28165,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-29,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,9/26/2023,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.26,0.1,NA,1.13,0.85,5.97,0.63,4.43,12.75,89.60,14.23,NA,high,"unlikely impacted",NA,NA,NA,28168,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THITRH22-SR-30,2022,1,hatchery,NA,trinity,lewiston,40.725753,-122.795394,NA,9/26/2023,chinook,spring,coastal,NA,SUNY,NA,NA,NA,NA,7.19,0.23,NA,1.22,0.85,7.15,0.59,4.97,10.44,87.88,11.88,NA,high,"unlikely impacted",NA,NA,NA,28169,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,tw
THIFEH22-FR-19,2022,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,750,4,M,7.46,0.2,NA,1.54,0.96,9.05,0.37,3.48,9.28,87.47,10.60,NA,high,"unlikely impacted",NA,NA,NA,28028,10.6,0.9,1,1,1.4,1,NA,NA,NA,NA,NA,NA,,ME,01/06/2023
THIFEH22-FR-19-OF,2022,NA,hatchery,"ovarian fluid","feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,750,4,M,,,NA,1.4,1.17,9.48,0.50,4.05,10.68,86.50,12.35,NA,high,"unlikely impacted",NA,NA,NA,,NA,0.9,1,1,1.4,1,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-19-OFT,2022,NA,hatchery,"ovarian fluid thiamine","feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,750,4,M,,,NA,1.72,1.07,5.98,0.44,2.46,16.37,91.51,17.89,NA,high,"unlikely impacted",NA,NA,NA,,NA,0.9,1,1,1.4,1,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-19-W,2022,NA,hatchery,water,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,750,4,M,,,NA,1.48,1.16,8.11,0.55,3.85,12.58,87.99,14.30,NA,high,"unlikely impacted",NA,NA,NA,,NA,0.9,1,1,1.4,1,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-19-WT,2022,NA,hatchery,"water thiamine","feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,750,4,M,,,NA,1.15,1.55,7.51,0.69,3.34,18.39,89.12,20.63,NA,high,"unlikely impacted",NA,NA,NA,,NA,0.9,1,1,1.4,1,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-20,2022,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,855,5,M,7.37,0.14,NA,1.55,1.45,10.37,0.66,4.73,11.85,84.90,14.00,NA,high,"unlikely impacted",NA,NA,NA,28029,11.5,1.2,1.2,1.2,1,1.2,NA,NA,NA,NA,NA,NA,,ME,01/06/2023
THIFEH22-FR-20-OF,2022,NA,hatchery,"ovarian fluid","feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,855,5,M,,,NA,1.22,1.53,10.10,0.73,4.82,12.88,85.07,15.14,NA,high,"unlikely impacted",NA,NA,NA,,NA,1.2,1.2,1.2,1,1.2,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-20-OFT,2022,NA,hatchery,"ovarian fluid thiamine","feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,855,5,M,,,NA,1.09,1.39,6.24,0.74,3.32,20.15,90.40,22.29,NA,high,"unlikely impacted",NA,NA,NA,,NA,1.2,1.2,1.2,1,1.2,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-20-W,2022,NA,hatchery,water,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,855,5,M,,,NA,1.22,1.31,9.21,0.75,5.28,12.15,85.46,14.22,NA,high,"unlikely impacted",NA,NA,NA,,NA,1.2,1.2,1.2,1,1.2,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-20-WT,2022,NA,hatchery,"water thiamine","feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,855,5,M,,,NA,1.11,1.20,6.44,0.64,3.43,16.80,90.15,18.64,NA,high,"unlikely impacted",NA,NA,NA,,NA,1.2,1.2,1.2,1,1.2,NA,NA,NA,NA,NA,NA,,AW,02/05/2024
THIFEH22-FR-21,2022,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,830,4,M,7.34,0.12,NA,1.51,1.40,9.58,0.58,3.95,12.63,86.47,14.60,NA,high,"unlikely impacted",NA,NA,NA,28030,10.9,1,0.9,1.2,0.7,0.9,NA,NA,NA,NA,NA,NA,,ME,01/06/2023
THIFEH22-FR-22,2022,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,840,5,M,7.58,0.2,NA,1.63,1.54,29.48,0.49,9.48,3.18,61.04,5.20,NA,low,impacted,NA,NA,NA,28031,12.4,1.6,1.6,1.3,1,1.3,NA,NA,NA,NA,NA,NA,,ME,01/06/2023
THIFEH22-FR-23,2022,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,895,5,M,6.88,0.15,NA,1.31,1.60,33.03,0.73,15.12,2.51,51.85,4.80,NA,low,impacted,NA,NA,NA,28032,13.6,1,0.9,1.1,0.6,0.9,NA,NA,NA,NA,NA,NA,,ME,01/06/2023
THIFEH22-FR-24,2022,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,950,8,M,7.81,0.26,NA,1.47,1.65,30.71,0.62,11.52,3.10,57.76,5.40,NA,low,impacted,NA,NA,NA,28033,12.1,2.1,2.5,1.3,1.5,1.8,NA,NA,NA,NA,NA,NA,,ME,01/06/2023
THIFEH22-FR-25,2022,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,825,4,M,7.65,0.25,NA,1.76,1.20,12.09,0.51,5.15,8.22,82.76,9.90,NA,high,"unlikely impacted",NA,NA,NA,28034,10.4,1,1.1,1,0.9,1,NA,NA,NA,NA,NA,NA,,ME,01/06/2023
THIFEH22-FR-26,2022,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,915,6,M,7.9,0.16,NA,1.33,1.05,17.03,0.35,5.73,4.74,77.24,6.10,NA,intermediate,"likely impacted",NA,NA,NA,28035,9.8,1.1,1,1.6,1.2,1.2,NA,NA,NA,NA,NA,NA,,ME,01/06/2023
THIFEH22-FR-27,2022,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,890,5,M,7.46,0.2,NA,1.31,1.33,14.57,0.35,3.89,7.42,81.53,9.10,NA,high,"unlikely impacted",NA,NA,NA,28036,11.8,1.5,2.1,1.5,1.5,1.6,NA,NA,NA,NA,NA,NA,,ME,01/06/2023
THIFEH22-FR-28,2022,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",absent,790,4,M,7.24,0.13,NA,1.69,1.08,24.27,0.37,8.22,3.02,67.51,4.50,NA,low,impacted,NA,NA,NA,28037,12.1,1.1,1.2,1.2,1.5,1.2,061594,2019,"6FCSAFEA FRFH","Mare Island Net Pen",05/23/2020,"feather river",,ME,01/06/2023
THIFEH22-FR-29,2022,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/4/2022,chinook,fall,ccv,12/7/2022,"SUNY ",present,795,5,M,7.62,0.23,NA,1.31,1.63,39.99,0.48,11.68,1.97,48.32,4.10,NA,low,impacted,NA,NA,NA,28038,11.6,1.1,1,0.9,1,1,NA,NA,NA,NA,NA,NA,,ME,01/06/2023
